Time,1,2,3,4,5,6
10.0,1.313532,-0.367128,-0.2938,1.946667,1.873333,-0.330268
10.001,1.312748,-0.369088,-0.294584,1.947843,1.873333,-0.331836
10.002,1.312356,-0.370657,-0.294976,1.948627,1.872941,-0.332621
10.003,1.311179,-0.372618,-0.294976,1.949804,1.872157,-0.333797
10.004,1.310787,-0.374578,-0.295761,1.95098,1.872157,-0.334973
10.005,1.310395,-0.375755,-0.296545,1.951373,1.872157,-0.33615
10.006,1.309611,-0.377323,-0.296545,1.952549,1.871765,-0.336934
10.007,1.309219,-0.3785,-0.296545,1.953333,1.871373,-0.337326
10.008,1.308434,-0.379676,-0.296153,1.954118,1.870588,-0.337718
10.009,1.30765,-0.38046,-0.295368,1.954902,1.869804,-0.337718
10.01,1.306474,-0.382029,-0.294976,1.956078,1.86902,-0.338503
10.011,1.30569,-0.383205,-0.294192,1.957255,1.868235,-0.338503
10.012,1.304905,-0.383989,-0.293408,1.958039,1.867451,-0.338503
10.013,1.304121,-0.384381,-0.292231,1.958824,1.866275,-0.33811
10.014,1.303337,-0.384774,-0.291055,1.959216,1.86549,-0.337718
10.015,1.301768,-0.38595,-0.288702,1.960784,1.863529,-0.337326
10.016,1.300592,-0.386734,-0.287526,1.961961,1.862745,-0.336934
10.017,1.3002,-0.386734,-0.286742,1.961961,1.861961,-0.336542
10.018,1.299416,-0.387126,-0.285957,1.962745,1.861569,-0.336542
10.019,1.299023,-0.387126,-0.284781,1.963137,1.860392,-0.335758
10.02,1.298631,-0.386734,-0.283605,1.963137,1.86,-0.334973
10.021,1.298239,-0.386342,-0.282428,1.963137,1.859216,-0.334189
10.022,1.298239,-0.385558,-0.281644,1.963137,1.858824,-0.333405
10.023,1.298239,-0.384381,-0.28086,1.962353,1.858824,-0.332621
10.024,1.298239,-0.383205,-0.279683,1.961961,1.858431,-0.331052
10.025,1.298239,-0.382029,-0.278507,1.961569,1.858039,-0.330268
10.026,1.298239,-0.380852,-0.277331,1.961176,1.857647,-0.328699
10.027,1.298631,-0.379284,-0.276154,1.960784,1.857647,-0.327523
10.028,1.299023,-0.377715,-0.274978,1.96,1.857255,-0.326347
10.029,1.299023,-0.376147,-0.273801,1.959216,1.856863,-0.324778
10.03,1.3002,-0.373402,-0.273409,1.957647,1.857647,-0.32321
10.031,1.300592,-0.371833,-0.272625,1.956863,1.857647,-0.322033
10.032,1.300984,-0.370265,-0.272233,1.956078,1.858039,-0.321249
10.033,1.30216,-0.368304,-0.271841,1.954902,1.858431,-0.320073
10.034,1.302553,-0.365951,-0.270664,1.953725,1.858431,-0.318112
10.035,1.302945,-0.363599,-0.269096,1.952549,1.858039,-0.316151
10.036,1.303729,-0.360854,-0.267527,1.951373,1.858039,-0.314191
10.037,1.304513,-0.358109,-0.266351,1.949804,1.858039,-0.311838
10.038,1.304905,-0.355756,-0.265175,1.948627,1.858039,-0.310269
10.039,1.305297,-0.354188,-0.264782,1.947843,1.858431,-0.309485
10.04,1.30569,-0.353796,-0.264782,1.947451,1.858431,-0.309093
10.041,1.306082,-0.353796,-0.265567,1.947059,1.858824,-0.309485
10.042,1.306082,-0.354188,-0.265959,1.947451,1.859216,-0.309877
10.043,1.306082,-0.35458,-0.266743,1.947451,1.859216,-0.310661
10.044,1.306474,-0.35458,-0.267135,1.947059,1.859608,-0.310661
10.045,1.306866,-0.353403,-0.266743,1.946667,1.859608,-0.309877
10.046,1.306866,-0.351835,-0.265567,1.945882,1.859608,-0.308701
10.047,1.30765,-0.349874,-0.26439,1.945098,1.859608,-0.307132
10.048,1.306866,-0.348698,-0.262038,1.945098,1.858431,-0.305172
10.049,1.306866,-0.347129,-0.260469,1.944314,1.857647,-0.303603
10.05,1.306866,-0.345169,-0.258901,1.943529,1.857255,-0.302035
10.051,1.307258,-0.343208,-0.25694,1.943137,1.856863,-0.300074
10.052,1.307258,-0.341247,-0.255764,1.941961,1.856471,-0.298113
10.053,1.308042,-0.339287,-0.254587,1.941176,1.856471,-0.296937
10.054,1.308042,-0.33811,-0.253803,1.940784,1.856471,-0.295761
10.055,1.308434,-0.336934,-0.253019,1.94,1.856078,-0.294976
10.056,1.308434,-0.335365,-0.251842,1.939608,1.856078,-0.293408
10.057,1.308042,-0.334189,-0.250274,1.939216,1.855294,-0.292231
10.058,1.308042,-0.333013,-0.248705,1.938824,1.85451,-0.290663
10.059,1.307258,-0.332228,-0.246745,1.939216,1.853333,-0.289487
10.06,1.306082,-0.33066,-0.242431,1.939608,1.851373,-0.28635
10.061,1.30569,-0.329876,-0.240863,1.939608,1.850196,-0.285173
10.062,1.305297,-0.329091,-0.239294,1.939608,1.849412,-0.283997
10.063,1.304513,-0.329091,-0.237726,1.94,1.848627,-0.283212
10.064,1.304121,-0.328699,-0.236549,1.94,1.847843,-0.282428
10.065,1.303729,-0.328699,-0.235765,1.940392,1.847451,-0.282036
10.066,1.303337,-0.328307,-0.234197,1.940784,1.846667,-0.281252
10.067,1.302553,-0.327915,-0.23302,1.940784,1.845882,-0.280075
10.068,1.30216,-0.327523,-0.231452,1.941176,1.845098,-0.279291
10.069,1.30216,-0.326347,-0.230275,1.940784,1.844706,-0.278115
10.07,1.301376,-0.326347,-0.228707,1.941176,1.843529,-0.277331
10.071,1.300984,-0.326347,-0.22753,1.941569,1.842745,-0.276938
10.072,1.300592,-0.326347,-0.226746,1.941961,1.842353,-0.276546
10.073,1.299808,-0.327523,-0.226746,1.942745,1.841961,-0.276938
10.074,1.299416,-0.328699,-0.227138,1.943137,1.841569,-0.277723
10.075,1.299023,-0.332621,-0.230275,1.944706,1.842353,-0.281252
10.076,1.299023,-0.334189,-0.231844,1.94549,1.842745,-0.28282
10.077,1.299023,-0.335365,-0.23302,1.945882,1.843137,-0.283997
10.078,1.299023,-0.336934,-0.234589,1.946275,1.843922,-0.285565
10.079,1.299023,-0.337718,-0.235373,1.946667,1.844314,-0.28635
10.08,1.299416,-0.338895,-0.236941,1.946667,1.844706,-0.287526
10.081,1.299416,-0.340071,-0.238118,1.947059,1.845098,-0.289094
10.082,1.299023,-0.34164,-0.239686,1.947843,1.845882,-0.290663
10.083,1.299416,-0.343208,-0.241255,1.948235,1.846275,-0.292231
10.084,1.298631,-0.345561,-0.242431,1.949412,1.846275,-0.2938
10.085,1.298239,-0.347521,-0.243215,1.950588,1.846275,-0.294976
10.086,1.297455,-0.348698,-0.243608,1.95098,1.845882,-0.296153
10.087,1.297063,-0.350266,-0.244,1.952157,1.845882,-0.296937
10.088,1.296671,-0.351443,-0.244392,1.952549,1.84549,-0.297721
10.089,1.296278,-0.352227,-0.244784,1.952941,1.84549,-0.298505
10.09,1.296278,-0.352619,-0.244784,1.953333,1.84549,-0.298505
10.091,1.296278,-0.351835,-0.244,1.952941,1.845098,-0.297721
