Time,1,2,3,4,5,6
0.0,0.521434,-0.746315,0.911209,2.601176,0.943922,0.082251
0.001,0.523394,-0.738473,0.91513,2.597255,0.943922,0.088133
0.002,0.525355,-0.73063,0.919051,2.593333,0.943922,0.094015
0.003,0.527316,-0.723964,0.921796,2.589804,0.944314,0.09872
0.004,0.528884,-0.718474,0.924149,2.587059,0.944314,0.102641
0.005,0.530845,-0.714161,0.924541,2.584314,0.94549,0.104994
0.006,0.532021,-0.711416,0.924541,2.582353,0.946667,0.106563
0.007,0.53359,-0.709455,0.923757,2.580784,0.947843,0.106955
0.008,0.534766,-0.709455,0.921404,2.58,0.949412,0.105778
0.009,0.536335,-0.709848,0.917483,2.578824,0.951765,0.103818
0.01,0.539864,-0.713769,0.906503,2.578039,0.957647,0.096367
0.011,0.541825,-0.716906,0.899445,2.577647,0.961569,0.090877
0.012,0.543785,-0.720827,0.891603,2.577647,0.96549,0.085388
0.013,0.545746,-0.724748,0.88376,2.577647,0.969412,0.079506
0.014,0.546922,-0.730238,0.875917,2.578824,0.972549,0.072447
0.015,0.548099,-0.737297,0.866898,2.580392,0.976471,0.064605
0.016,0.548099,-0.745139,0.858664,2.582745,0.979216,0.056762
0.017,0.548491,-0.75455,0.848861,2.585882,0.982745,0.046959
0.018,0.547706,-0.76553,0.839057,2.589804,0.98549,0.036764
0.019,0.54653,-0.778862,0.828078,2.595294,0.988235,0.024216
0.02,0.545354,-0.793763,0.815922,2.601176,0.991373,0.010883
0.021,0.543393,-0.810232,0.803374,2.607843,0.99451,-0.003625
0.022,0.541432,-0.827094,0.790434,2.614902,0.997255,-0.018134
0.023,0.53908,-0.845524,0.776317,2.622353,1.000784,-0.034603
0.024,0.537511,-0.86317,0.7622,2.629412,1.004314,-0.050289
0.025,0.533982,-0.897285,0.734751,2.643137,1.01098,-0.081267
0.026,0.532413,-0.91297,0.722203,2.649412,1.014118,-0.095383
0.027,0.530845,-0.927871,0.710439,2.655294,1.017255,-0.108716
0.028,0.529669,-0.941595,0.699068,2.660784,1.02,-0.120872
0.029,0.5281,-0.95532,0.68848,2.666275,1.022745,-0.13342
0.03,0.526924,-0.967868,0.678285,2.671373,1.025098,-0.144791
0.031,0.526139,-0.979239,0.668482,2.675686,1.027843,-0.154987
0.032,0.525355,-0.989043,0.660247,2.679216,1.030196,-0.164398
0.033,0.524963,-0.997669,0.652797,2.682745,1.032157,-0.17224
0.034,0.524179,-1.006296,0.645346,2.685882,1.03451,-0.180475
0.035,0.523787,-1.014139,0.638288,2.688627,1.036471,-0.187925
0.036,0.523394,-1.022373,0.630838,2.691765,1.038824,-0.195768
0.037,0.523394,-1.030216,0.623387,2.69451,1.041176,-0.203218
0.038,0.523394,-1.038059,0.615545,2.697255,1.043529,-0.211061
0.039,0.523394,-1.045509,0.607702,2.699608,1.046275,-0.218904
0.04,0.524179,-1.057273,0.594762,2.703137,1.05098,-0.231059
0.041,0.524179,-1.061978,0.589664,2.704314,1.052941,-0.236157
0.042,0.524571,-1.064723,0.586527,2.705098,1.054118,-0.238902
0.043,0.524571,-1.0659,0.584959,2.70549,1.054902,-0.240471
0.044,0.524571,-1.0659,0.584959,2.70549,1.054902,-0.240471
0.045,0.524179,-1.0659,0.585743,2.705882,1.054118,-0.240078
0.046,0.523787,-1.065115,0.587311,2.705882,1.053333,-0.238902
0.047,0.523394,-1.063939,0.589664,2.705882,1.052157,-0.236941
0.048,0.522218,-1.063547,0.592017,2.706275,1.05098,-0.235373
0.049,0.521434,-1.063547,0.593585,2.706667,1.049804,-0.234981
0.05,0.52065,-1.064723,0.593978,2.707843,1.04902,-0.235373
0.051,0.52065,-1.065115,0.593978,2.707843,1.04902,-0.235373
0.052,0.519865,-1.0659,0.59437,2.708627,1.048627,-0.235765
0.053,0.519865,-1.0659,0.59437,2.708627,1.048627,-0.235765
0.054,0.520257,-1.064723,0.595154,2.708235,1.048235,-0.234589
0.055,0.521042,-1.059234,0.598683,2.70549,1.047843,-0.229883
0.056,0.521434,-1.056096,0.601036,2.704314,1.047451,-0.22753
0.057,0.521826,-1.052959,0.603389,2.703137,1.046667,-0.224785
0.058,0.521042,-1.052959,0.604957,2.703529,1.045882,-0.224001
0.059,0.521042,-1.052959,0.604957,2.703529,1.045882,-0.224001
0.06,0.519473,-1.056881,0.604565,2.705882,1.044706,-0.225962
0.061,0.51712,-1.064723,0.601428,2.710196,1.044314,-0.231452
0.062,0.514376,-1.076095,0.595546,2.715686,1.044314,-0.240078
0.063,0.510846,-1.092172,0.586135,2.723529,1.045098,-0.253019
0.064,0.508102,-1.112171,0.572018,2.732157,1.047843,-0.26988
0.065,0.505749,-1.136091,0.552412,2.741569,1.052941,-0.291447
0.066,0.504572,-1.16354,0.527708,2.751373,1.060392,-0.31772
0.067,0.50418,-1.192949,0.499083,2.761569,1.069804,-0.346737
0.068,0.505357,-1.221182,0.468104,2.770196,1.080784,-0.376539
0.069,0.508102,-1.246278,0.437911,2.776863,1.092549,-0.403988
0.07,0.518297,-1.277649,0.385758,2.780392,1.116863,-0.445946
0.071,0.526139,-1.282354,0.365759,2.776863,1.128627,-0.458102
0.072,0.53359,-1.282354,0.350466,2.771765,1.138824,-0.465944
0.073,0.544177,-1.27059,0.341055,2.760784,1.14902,-0.464768
0.074,0.556725,-1.245494,0.341055,2.743922,1.157647,-0.45222
0.075,0.574371,-1.205889,0.345761,2.719216,1.167451,-0.429868
0.076,0.592409,-1.150207,0.365367,2.688627,1.172941,-0.392224
0.077,0.611623,-1.077664,0.399482,2.651373,1.17451,-0.338895
0.078,0.630445,-0.987082,0.452027,2.608627,1.169804,-0.267527
0.079,0.64966,-0.87611,0.524963,2.558824,1.158039,-0.175377
0.08,0.667305,-0.745531,0.62025,2.503529,1.138039,-0.062445
0.081,0.684167,-0.595738,0.73632,2.442353,1.110588,0.070095
0.082,0.69946,-0.431045,0.870036,2.377255,1.076471,0.219495
0.083,0.713184,-0.256548,1.017476,2.310196,1.036078,0.380268
0.084,0.724556,-0.076561,1.174719,2.242353,0.991373,0.548883
0.085,0.735536,0.272041,1.501361,2.118824,0.889804,0.886505
0.086,0.73632,0.432029,1.659781,2.065098,0.837647,1.045709
0.087,0.733575,0.576724,1.809574,2.018431,0.785882,1.193149
0.088,0.727693,0.702989,1.947995,1.980392,0.735686,1.325296
0.089,0.716714,0.804158,2.070731,1.954118,0.687451,1.437445
0.09,0.700244,0.873957,2.173468,1.941569,0.642353,1.523321
0.091,0.676716,0.907288,2.254247,1.946275,0.599608,1.580571
0.092,0.648091,0.907288,2.311497,1.96549,0.561569,1.609197
0.093,0.613584,0.87082,2.344044,2.000784,0.527451,1.607236
0.094,0.579077,0.802197,2.344044,2.046275,0.504706,1.573121
