Time,1,2,3,4,5,6
0.0,0.885328,0.436734,1.366469,1.964314,1.03451,0.901406
0.001,0.884544,0.437911,1.369214,1.964314,1.033333,0.903366
0.002,0.884152,0.437911,1.369606,1.964314,1.032941,0.903759
0.003,0.88376,0.436734,1.369606,1.965098,1.032549,0.902974
0.004,0.882584,0.433597,1.36843,1.967059,1.032157,0.901014
0.005,0.881799,0.429284,1.366077,1.96902,1.032549,0.897484
0.006,0.880623,0.424578,1.363332,1.971373,1.032549,0.893955
0.007,0.879839,0.419481,1.360195,1.973333,1.032941,0.889642
0.008,0.878662,0.414383,1.357058,1.976078,1.033333,0.885721
0.009,0.87827,0.409285,1.353137,1.978039,1.03451,0.881015
0.01,0.87631,0.397521,1.344902,1.983137,1.036078,0.871212
0.011,0.875525,0.391247,1.340589,1.985882,1.036863,0.865722
0.012,0.875133,0.385365,1.335491,1.988235,1.038039,0.860232
0.013,0.874349,0.379484,1.331178,1.990588,1.039216,0.855135
0.014,0.873565,0.373994,1.327257,1.992941,1.04,0.850429
0.015,0.87278,0.370073,1.324904,1.994902,1.04,0.847292
0.016,0.871604,0.366543,1.323727,1.996863,1.039608,0.844939
0.017,0.870036,0.363798,1.323727,1.998431,1.038824,0.843763
0.018,0.868467,0.361838,1.324904,2.000392,1.037255,0.843371
0.019,0.866114,0.360269,1.328041,2.002353,1.034902,0.844155
0.02,0.864154,0.360269,1.332354,2.003922,1.031765,0.846116
0.021,0.861017,0.360269,1.338236,2.005882,1.027843,0.848861
0.022,0.858272,0.361446,1.345294,2.007451,1.023529,0.853174
0.023,0.855527,0.363406,1.352353,2.008235,1.019608,0.85788
0.024,0.853174,0.365367,1.359019,2.009412,1.015686,0.862193
0.025,0.849253,0.367328,1.368822,2.011373,1.009804,0.868075
0.026,0.847684,0.367328,1.372351,2.012549,1.007451,0.869643
0.027,0.846116,0.366935,1.374704,2.013333,1.005882,0.87082
0.028,0.844939,0.364191,1.374704,2.015294,1.005098,0.869251
0.029,0.842979,0.360661,1.374704,2.017647,1.003922,0.867683
0.03,0.841802,0.355956,1.373136,2.020392,1.003137,0.864546
0.031,0.839842,0.35125,1.371959,2.023137,1.002353,0.861409
0.032,0.838273,0.346545,1.370391,2.02549,1.001961,0.858272
0.033,0.836313,0.341447,1.369214,2.028627,1.001176,0.855135
0.034,0.834352,0.336742,1.368038,2.031373,1.000392,0.85239
0.035,0.832391,0.331644,1.367254,2.03451,0.999216,0.849253
0.036,0.830431,0.326938,1.366077,2.037255,0.998431,0.846508
0.037,0.828862,0.321841,1.364509,2.04,0.997647,0.842979
0.038,0.826901,0.316743,1.36294,2.043137,0.996863,0.839842
0.039,0.825333,0.311253,1.360587,2.045882,0.996863,0.83592
0.04,0.821412,0.297921,1.355098,2.052941,0.996078,0.826509
0.041,0.819451,0.290078,1.351176,2.056863,0.996078,0.820627
0.042,0.818275,0.282628,1.346471,2.060392,0.996471,0.814353
0.043,0.816706,0.274785,1.341373,2.063922,0.997255,0.808079
0.044,0.815922,0.267335,1.335883,2.067059,0.998431,0.801413
0.045,0.814353,0.259492,1.331178,2.070588,0.999216,0.795139
0.046,0.812785,0.252042,1.326864,2.074118,0.999608,0.789257
0.047,0.811216,0.245768,1.323727,2.077255,0.999608,0.784552
0.048,0.809648,0.239494,1.320983,2.080392,0.999216,0.779846
0.049,0.808079,0.23322,1.317846,2.083529,0.999216,0.775533
0.05,0.806511,0.22773,1.314708,2.086275,0.999608,0.771219
0.051,0.805334,0.221848,1.311179,2.08902,1.0,0.766514
0.052,0.804942,0.216751,1.306866,2.09098,1.001176,0.761808
0.053,0.80455,0.211261,1.30216,2.092941,1.002353,0.756711
0.054,0.803766,0.204987,1.297847,2.095686,1.003137,0.751221
0.055,0.801413,0.190478,1.288044,2.102353,1.004706,0.739065
0.056,0.800237,0.18342,1.283338,2.10549,1.00549,0.733183
0.057,0.79906,0.176361,1.278633,2.108235,1.006275,0.727301
0.058,0.797884,0.169695,1.273927,2.111373,1.007451,0.721811
0.059,0.7971,0.163421,1.269614,2.114118,1.008235,0.716321
0.06,0.796708,0.157931,1.264908,2.116078,1.009412,0.711224
0.061,0.795923,0.153226,1.261379,2.118039,1.010196,0.707302
0.062,0.795531,0.148128,1.25785,2.120392,1.01098,0.702989
0.063,0.795139,0.143423,1.253929,2.122353,1.011765,0.698676
0.064,0.794355,0.138717,1.2504,2.124314,1.012549,0.694362
0.065,0.793178,0.133619,1.247655,2.126667,1.012941,0.690441
0.066,0.792002,0.129698,1.245694,2.128627,1.012941,0.687696
0.067,0.791218,0.126561,1.244125,2.130196,1.012941,0.685343
0.068,0.790826,0.1246,1.242949,2.13098,1.012941,0.683775
0.069,0.790826,0.12264,1.241773,2.132157,1.012941,0.682206
0.07,0.790826,0.119895,1.238636,2.132941,1.014118,0.679069
0.071,0.791218,0.118326,1.236283,2.132941,1.015294,0.677109
0.072,0.790826,0.115974,1.234714,2.134118,1.015686,0.675148
0.073,0.790434,0.112445,1.23197,2.135686,1.016078,0.672011
0.074,0.789649,0.108915,1.230009,2.137255,1.016471,0.669266
0.075,0.789257,0.105386,1.227656,2.138824,1.016863,0.666521
0.076,0.788473,0.102249,1.225695,2.140392,1.016863,0.663776
0.077,0.788081,0.099112,1.223343,2.141569,1.017647,0.661031
0.078,0.788473,0.096759,1.220598,2.142353,1.018431,0.658679
0.079,0.788473,0.094407,1.217853,2.142745,1.019608,0.655934
0.08,0.788473,0.091662,1.215108,2.143529,1.020392,0.653189
0.081,0.788473,0.088525,1.211971,2.144706,1.021569,0.650052
0.082,0.787689,0.085388,1.21001,2.146275,1.021961,0.647699
0.083,0.787297,0.082251,1.20805,2.147843,1.021961,0.644954
0.084,0.786512,0.081074,1.20805,2.148627,1.021569,0.644562
0.085,0.786512,0.083427,1.210402,2.147843,1.020784,0.646915
0.086,0.786512,0.086172,1.213147,2.146667,1.02,0.64966
0.087,0.786904,0.089309,1.215892,2.14549,1.019216,0.652405
0.088,0.787297,0.092054,1.217461,2.144314,1.019216,0.654757
0.089,0.787689,0.093622,1.218637,2.143529,1.018824,0.655934
0.09,0.787689,0.093622,1.218637,2.143529,1.018824,0.655934
0.091,0.788081,0.093622,1.217853,2.143529,1.019216,0.655542
