Time,1,2,3,4,5,6
0.0,1.303729,-0.313014,-0.22008,1.935294,1.842353,-0.266351
0.001,1.305297,-0.308701,-0.219296,1.932549,1.843137,-0.263998
0.002,1.307258,-0.303603,-0.218119,1.929412,1.843922,-0.260861
0.003,1.309611,-0.298505,-0.217335,1.926275,1.845098,-0.257724
0.004,1.311964,-0.293408,-0.216943,1.923137,1.846667,-0.254979
0.005,1.317453,-0.28282,-0.216943,1.916078,1.850196,-0.249882
0.006,1.319806,-0.277723,-0.216943,1.912549,1.851765,-0.247137
0.007,1.322159,-0.272625,-0.216943,1.909412,1.853725,-0.244784
0.008,1.324904,-0.26792,-0.216943,1.906275,1.855294,-0.242431
0.009,1.326864,-0.262822,-0.216551,1.902745,1.856471,-0.239686
0.01,1.329217,-0.258116,-0.216159,1.9,1.858039,-0.236941
0.011,1.331178,-0.253411,-0.215374,1.896863,1.858824,-0.234197
0.012,1.333531,-0.248705,-0.215374,1.893725,1.860392,-0.231844
0.013,1.336276,-0.243215,-0.215374,1.890196,1.862353,-0.229099
0.014,1.338628,-0.238118,-0.215374,1.886667,1.863922,-0.226746
0.015,1.341765,-0.232628,-0.215766,1.883137,1.866275,-0.224001
0.016,1.344118,-0.227922,-0.216159,1.879608,1.867843,-0.222041
0.017,1.347255,-0.223217,-0.217335,1.876078,1.870196,-0.22008
0.018,1.35,-0.218904,-0.219296,1.872549,1.872941,-0.218904
0.019,1.353137,-0.215374,-0.221648,1.869412,1.875686,-0.218511
0.02,1.360195,-0.207532,-0.228315,1.861961,1.882745,-0.217727
0.021,1.364117,-0.203611,-0.232236,1.858039,1.886667,-0.217727
0.022,1.367646,-0.199689,-0.235373,1.85451,1.890196,-0.217335
0.023,1.371567,-0.195376,-0.23851,1.850588,1.893725,-0.216943
0.024,1.374704,-0.191455,-0.241647,1.847059,1.897255,-0.216551
0.025,1.379017,-0.186749,-0.245176,1.842745,1.901176,-0.215766
0.026,1.382547,-0.182828,-0.248313,1.838824,1.904314,-0.215374
0.027,1.386076,-0.178122,-0.251058,1.834902,1.907843,-0.21459
0.028,1.390389,-0.173025,-0.253803,1.830588,1.911373,-0.213414
0.029,1.394703,-0.166751,-0.256548,1.82549,1.915294,-0.211453
0.03,1.399016,-0.160476,-0.258901,1.820392,1.918824,-0.209492
0.031,1.403329,-0.154202,-0.260861,1.815686,1.922353,-0.207532
0.032,1.407251,-0.148321,-0.263214,1.81098,1.925882,-0.205571
0.033,1.411956,-0.141262,-0.265175,1.80549,1.929412,-0.203218
0.034,1.41627,-0.134204,-0.267135,1.800784,1.933333,-0.200474
0.035,1.426465,-0.116166,-0.269096,1.787843,1.940392,-0.192631
0.036,1.43117,-0.107147,-0.269488,1.781569,1.943922,-0.187925
0.037,1.435484,-0.09852,-0.26988,1.776078,1.947059,-0.184004
0.038,1.440189,-0.089893,-0.270272,1.769804,1.950196,-0.180083
0.039,1.444503,-0.081267,-0.271057,1.763922,1.953333,-0.176162
0.04,1.449208,-0.073032,-0.271841,1.758039,1.956863,-0.17224
0.041,1.453914,-0.064797,-0.272625,1.752549,1.96,-0.168711
0.042,1.459012,-0.055778,-0.273801,1.745882,1.963922,-0.16479
0.043,1.463717,-0.047152,-0.274586,1.74,1.967059,-0.160869
0.044,1.468815,-0.038133,-0.275762,1.733725,1.97098,-0.156947
0.045,1.47352,-0.028722,-0.275762,1.727451,1.974118,-0.152242
0.046,1.478226,-0.01931,-0.276154,1.720784,1.977647,-0.147536
0.047,1.483323,-0.009507,-0.276154,1.71451,1.980784,-0.142831
0.048,1.487637,-0.000488,-0.275762,1.708627,1.983529,-0.138125
0.049,1.491166,0.007746,-0.27537,1.703137,1.985882,-0.133812
0.05,1.499009,0.023039,-0.274978,1.692941,1.99098,-0.125969
0.051,1.501753,0.030098,-0.274194,1.688627,1.992549,-0.122048
