Time,1,2,3,4,5,6
0.0,1.357843,-0.197729,-0.213806,1.860392,1.876471,-0.205571
0.001,1.358627,-0.198121,-0.215766,1.86,1.877647,-0.206748
0.002,1.359019,-0.198121,-0.216159,1.86,1.878039,-0.20714
0.003,1.359803,-0.197336,-0.216943,1.858824,1.878824,-0.20714
0.004,1.360587,-0.19616,-0.217727,1.858039,1.879608,-0.206748
0.005,1.36294,-0.192631,-0.218511,1.855294,1.881176,-0.205571
0.006,1.364117,-0.19067,-0.219296,1.853725,1.882353,-0.204787
0.007,1.365293,-0.189102,-0.22008,1.852549,1.883529,-0.204395
0.008,1.366469,-0.187141,-0.220864,1.85098,1.884706,-0.204003
0.009,1.368038,-0.184004,-0.220864,1.84902,1.885882,-0.202434
0.01,1.369999,-0.180083,-0.220472,1.846275,1.886667,-0.200081
0.011,1.371567,-0.176162,-0.219296,1.844314,1.887451,-0.197336
0.012,1.372351,-0.17224,-0.217727,1.841961,1.887451,-0.194984
0.013,1.373136,-0.169888,-0.216551,1.840784,1.887451,-0.193023
0.014,1.373136,-0.167535,-0.21459,1.84,1.887059,-0.191062
0.015,1.37392,-0.16479,-0.212629,1.838824,1.886667,-0.18871
0.016,1.373528,-0.162437,-0.209492,1.838039,1.88549,-0.185965
0.017,1.373528,-0.158124,-0.205571,1.836863,1.884314,-0.181651
0.018,1.373528,-0.154202,-0.20165,1.835294,1.882745,-0.17773
0.019,1.373136,-0.150281,-0.197336,1.834118,1.881176,-0.173809
0.02,1.372743,-0.145183,-0.191062,1.832941,1.878824,-0.167927
0.021,1.371959,-0.144791,-0.189102,1.833333,1.877647,-0.166751
0.022,1.371567,-0.144791,-0.187925,1.833725,1.876863,-0.166358
0.023,1.370391,-0.145183,-0.186749,1.83451,1.876078,-0.165574
0.024,1.369999,-0.145968,-0.185965,1.835294,1.875294,-0.165574
0.025,1.369214,-0.14636,-0.184788,1.835686,1.874118,-0.165574
0.026,1.368038,-0.146752,-0.183612,1.836471,1.873333,-0.165182
0.027,1.367646,-0.146752,-0.182436,1.836863,1.872549,-0.164398
0.028,1.367646,-0.145968,-0.181651,1.836471,1.872157,-0.163613
0.029,1.368038,-0.144007,-0.180867,1.835686,1.872549,-0.162437
0.03,1.369214,-0.141654,-0.180475,1.834118,1.872941,-0.160869
0.031,1.370783,-0.138125,-0.180475,1.831765,1.874118,-0.1593
0.032,1.372743,-0.134204,-0.179691,1.829412,1.874902,-0.156947
0.033,1.374704,-0.129498,-0.179299,1.826275,1.876078,-0.154202
0.034,1.377057,-0.124401,-0.178514,1.823137,1.877255,-0.151458
0.035,1.38137,-0.114205,-0.176946,1.816863,1.879608,-0.145576
0.036,1.383331,-0.109108,-0.176162,1.813725,1.880784,-0.142439
0.037,1.385292,-0.104794,-0.175377,1.81098,1.881961,-0.140086
0.038,1.38686,-0.100873,-0.174985,1.808627,1.882745,-0.137733
0.039,1.388429,-0.096952,-0.174201,1.806275,1.883529,-0.13538
0.04,1.389997,-0.092638,-0.173417,1.804314,1.884706,-0.132635
0.041,1.39235,-0.087933,-0.173025,1.801176,1.885882,-0.130283
0.042,1.39431,-0.083227,-0.17224,1.798039,1.887059,-0.127538
0.043,1.396271,-0.078914,-0.171848,1.795686,1.888235,-0.125185
0.044,1.398232,-0.0746,-0.171456,1.792549,1.889412,-0.122832
0.045,1.3998,-0.070679,-0.170672,1.790196,1.890196,-0.120479
0.046,1.401761,-0.066758,-0.17028,1.787843,1.89098,-0.118519
