Time,1,2,3,4,5,6
0.0,1.041003,0.236357,0.85435,1.927059,1.309412,0.545354
0.001,1.041395,0.238318,0.855527,1.926275,1.30902,0.546922
0.002,1.04218,0.240278,0.856311,1.925098,1.309412,0.548099
0.003,1.042964,0.242239,0.857095,1.923922,1.309412,0.549667
0.004,1.042964,0.243807,0.85788,1.923137,1.309412,0.550843
0.005,1.043356,0.244984,0.858272,1.922745,1.309412,0.551628
0.006,1.044532,0.246944,0.858272,1.921176,1.310196,0.552412
0.007,1.045317,0.248905,0.859056,1.920392,1.310196,0.55398
0.008,1.045709,0.251258,0.85984,1.918824,1.310588,0.555549
0.009,1.046885,0.254395,0.861017,1.917255,1.31098,0.55751
0.01,1.048454,0.261061,0.864154,1.913725,1.31098,0.562607
0.011,1.04963,0.264198,0.865722,1.912157,1.31098,0.56496
0.012,1.04963,0.266943,0.867683,1.91098,1.310588,0.567313
0.013,1.050414,0.269688,0.868859,1.909804,1.310588,0.569273
0.014,1.050806,0.272041,0.870428,1.908627,1.310588,0.571234
0.015,1.051591,0.274001,0.87082,1.907451,1.31098,0.57241
0.016,1.052375,0.275962,0.871212,1.906275,1.311373,0.573587
0.017,1.053551,0.278315,0.871604,1.904706,1.311765,0.574763
0.018,1.054336,0.280667,0.872388,1.903529,1.312157,0.576332
0.019,1.05512,0.283412,0.873565,1.901961,1.312157,0.578292
0.02,1.056296,0.287726,0.875525,1.9,1.312157,0.581429
0.021,1.057473,0.292823,0.877878,1.897255,1.312549,0.585351
0.022,1.059041,0.298705,0.881015,1.89451,1.312157,0.589664
0.023,1.061002,0.305764,0.884152,1.890588,1.312549,0.594762
0.024,1.062962,0.313214,0.887289,1.886667,1.312941,0.600252
0.025,1.067276,0.328507,0.893955,1.878824,1.313725,0.611231
0.026,1.069236,0.335565,0.897092,1.875294,1.313725,0.616329
0.027,1.071197,0.342231,0.899837,1.871765,1.314118,0.620642
0.028,1.07355,0.34929,0.902582,1.867843,1.314902,0.62574
0.029,1.075511,0.356348,0.905719,1.863922,1.314902,0.630838
0.03,1.077471,0.364191,0.90964,1.860392,1.314902,0.636719
0.031,1.079432,0.372033,0.91317,1.856078,1.315294,0.642601
0.032,1.081785,0.38066,0.917483,1.851765,1.315294,0.648875
0.033,1.084137,0.388895,0.921012,1.847451,1.315686,0.654757
0.034,1.08649,0.397521,0.924541,1.843137,1.316078,0.661031
0.035,1.090019,0.406148,0.926894,1.838039,1.317647,0.666521
0.036,1.093156,0.414775,0.928855,1.832941,1.319216,0.671619
0.037,1.096293,0.423402,0.931207,1.827843,1.320392,0.677109
0.038,1.09943,0.432421,0.93356,1.822745,1.321961,0.682991
0.039,1.103352,0.441832,0.935913,1.817255,1.323529,0.68848
0.04,1.110018,0.461046,0.941011,1.806275,1.326275,0.701028
0.041,1.113547,0.470065,0.943363,1.801176,1.327843,0.706518
0.042,1.117076,0.479084,0.945324,1.795686,1.329412,0.712008
0.043,1.120213,0.488103,0.947677,1.790588,1.33098,0.71789
0.044,1.123742,0.497906,0.950814,1.785098,1.332157,0.724164
0.045,1.126879,0.507709,0.953951,1.779608,1.333333,0.73083
0.046,1.129624,0.517513,0.958264,1.77451,1.333725,0.737888
0.047,1.132761,0.527708,0.962186,1.76902,1.33451,0.744947
0.048,1.135114,0.537511,0.967675,1.764314,1.334118,0.752397
0.049,1.137075,0.547314,0.973557,1.76,1.333333,0.76024
0.05,1.138643,0.557902,0.980616,1.755294,1.332157,0.769259
0.051,1.140604,0.568489,0.987674,1.750588,1.33098,0.777885
0.052,1.142956,0.579469,0.993948,1.745098,1.330588,0.786512
0.053,1.144917,0.590448,1.000614,1.74,1.329804,0.795531
0.054,1.14727,0.601428,1.007672,1.734902,1.328627,0.80455
0.055,1.151583,0.622995,1.020613,1.725098,1.327451,0.821804
0.056,1.15276,0.632798,1.027671,1.720784,1.325882,0.830038
0.057,1.153936,0.641033,1.033553,1.717255,1.324706,0.837097
0.058,1.15472,0.648875,1.039827,1.714118,1.323137,0.844155
0.059,1.155505,0.655542,1.045317,1.711373,1.321569,0.850429
0.06,1.155505,0.661816,1.050806,1.70902,1.32,0.856311
0.061,1.155505,0.666913,1.055904,1.707451,1.318431,0.861409
0.062,1.155505,0.670835,1.060218,1.706275,1.316863,0.86533
0.063,1.155505,0.674364,1.063355,1.705098,1.316078,0.868859
0.064,1.155505,0.677109,1.066492,1.704314,1.314902,0.871604
0.065,1.155112,0.679461,1.069236,1.703529,1.313725,0.874349
0.066,1.15472,0.682206,1.072766,1.702745,1.312157,0.877486
0.067,1.154328,0.685343,1.076687,1.701961,1.310588,0.881015
0.068,1.154328,0.68848,1.080608,1.701176,1.30902,0.884544
0.069,1.154328,0.692009,1.084137,1.7,1.307843,0.888073
0.07,1.15276,0.693578,1.088451,1.700392,1.30549,0.890818
0.071,1.152368,0.692402,1.088451,1.701176,1.305098,0.890426
0.072,1.151191,0.689265,1.087666,1.703137,1.304706,0.888466
0.073,1.149623,0.684559,1.085706,1.70549,1.304314,0.884936
0.074,1.148054,0.679069,1.082961,1.708627,1.304314,0.881015
0.075,1.145701,0.672011,1.080608,1.712549,1.303529,0.87631
0.076,1.143741,0.665737,1.078648,1.716078,1.302745,0.871996
0.077,1.141388,0.659071,1.076687,1.719608,1.301961,0.867683
0.078,1.138643,0.65162,1.074726,1.723922,1.300784,0.862977
0.079,1.135506,0.643778,1.072766,1.728627,1.299608,0.858272
0.08,1.132761,0.635151,1.070413,1.733333,1.298039,0.852782
0.081,1.130016,0.626916,1.067276,1.738039,1.297647,0.8469
0.082,1.127271,0.618289,1.064139,1.742745,1.296863,0.841018
0.083,1.124526,0.60927,1.060218,1.747451,1.296471,0.834744
0.084,1.121782,0.600252,1.056688,1.752157,1.295686,0.82847
0.085,1.1159,0.582214,1.050806,1.762353,1.293725,0.816314
0.086,1.112371,0.573587,1.048846,1.767451,1.292157,0.811216
0.087,1.109234,0.565352,1.047277,1.772157,1.290196,0.806119
0.088,1.105704,0.558294,1.047277,1.776863,1.287843,0.80259
0.089,1.101783,0.550843,1.047277,1.781961,1.28549,0.79906
0.09,1.097862,0.543001,1.047277,1.787451,1.282745,0.795139
0.091,1.093941,0.534766,1.047277,1.792941,1.28,0.790826
0.092,1.089627,0.526532,1.047669,1.798431,1.277255,0.786904
0.093,1.084922,0.518297,1.048454,1.804314,1.273725,0.783375
0.094,1.080608,0.511631,1.050806,1.80902,1.270196,0.781022
0.095,1.075903,0.505357,1.054336,1.814118,1.26549,0.779846
0.096,1.070805,0.500259,1.058649,1.819216,1.261176,0.779454
0.097,1.066492,0.495946,1.063355,1.823529,1.256471,0.779454
0.098,1.062178,0.492024,1.067668,1.827843,1.252157,0.779846
0.099,1.058257,0.488495,1.071981,1.831373,1.248235,0.780238
0.1,1.050806,0.481437,1.080216,1.838824,1.240392,0.78063
0.101,1.047277,0.477516,1.083353,1.842353,1.236863,0.780238
0.102,1.043748,0.473986,1.08649,1.845882,1.233725,0.780238
0.103,1.041003,0.470065,1.088843,1.849412,1.23098,0.779454
0.104,1.037474,0.465752,1.091588,1.852941,1.227451,0.77867
0.105,1.033945,0.461046,1.093548,1.856863,1.224706,0.777101
0.106,1.030416,0.455164,1.094725,1.861176,1.221961,0.774748
0.107,1.026887,0.448498,1.094725,1.865882,1.219608,0.771611
0.108,1.022965,0.440656,1.094725,1.87098,1.217255,0.76769
0.109,1.019828,0.432813,1.093156,1.875686,1.215686,0.762985
0.11,1.017083,0.424186,1.090411,1.880392,1.21451,0.757103
0.111,1.014339,0.415559,1.086882,1.885098,1.214118,0.751221
0.112,1.011986,0.406933,1.083745,1.889804,1.213333,0.745339
0.113,1.009241,0.397914,1.079824,1.89451,1.212941,0.738673
0.114,1.006496,0.388503,1.075903,1.899216,1.212157,0.732007
0.115,1.000222,0.366151,1.066099,1.91098,1.211373,0.715929
0.116,0.997085,0.354387,1.060218,1.916863,1.211373,0.707302
0.117,0.99434,0.341839,1.053551,1.923137,1.211765,0.697499
0.118,0.991595,0.329291,1.046493,1.92902,1.212157,0.687696
0.119,0.98885,0.317135,1.039827,1.934902,1.212549,0.678285
0.12,0.986497,0.304979,1.032769,1.940784,1.213333,0.668874
0.121,0.983753,0.293608,1.026495,1.946275,1.213725,0.659855
0.122,0.981792,0.282628,1.019828,1.951373,1.21451,0.651228
0.123,0.979047,0.272825,1.014731,1.956078,1.21451,0.643778
0.124,0.976302,0.264198,1.011594,1.960784,1.213725,0.637504
0.125,0.973557,0.256355,1.009633,1.96549,1.212549,0.632798
0.126,0.97042,0.250081,1.009241,1.969412,1.210588,0.629661
0.127,0.967675,0.244592,1.009241,1.973333,1.208627,0.626916
0.128,0.965715,0.239886,1.008457,1.976078,1.207843,0.624171
0.129,0.964146,0.235573,1.007672,1.978824,1.206667,0.621426
0.13,0.962578,0.229299,1.004535,1.981961,1.206667,0.616721
0.131,0.961793,0.226946,1.003751,1.983137,1.206667,0.615152
0.132,0.961401,0.224985,1.002967,1.983922,1.206275,0.613584
