Time,1,2,3,4,5,6
10.0,1.357058,-0.020879,-0.035388,1.802353,1.816471,-0.027937
10.001,1.35745,-0.018134,-0.033035,1.801176,1.815686,-0.025584
10.002,1.357058,-0.016566,-0.031074,1.800784,1.814902,-0.023624
10.003,1.357058,-0.015781,-0.029898,1.800784,1.81451,-0.02284
10.004,1.356666,-0.015781,-0.029114,1.800784,1.814118,-0.022447
10.005,1.356666,-0.015781,-0.029114,1.800784,1.814118,-0.022447
10.006,1.356274,-0.016958,-0.029506,1.801569,1.813725,-0.023232
10.007,1.356274,-0.018134,-0.030682,1.801961,1.814118,-0.024408
10.008,1.355882,-0.019703,-0.031859,1.802745,1.81451,-0.025584
10.009,1.355882,-0.020879,-0.033035,1.803137,1.814902,-0.026761
10.01,1.355882,-0.02284,-0.034996,1.803529,1.815686,-0.028722
10.011,1.35549,-0.023624,-0.034996,1.804314,1.815294,-0.029114
10.012,1.35549,-0.023624,-0.034996,1.804314,1.815294,-0.029114
10.013,1.355098,-0.023232,-0.034211,1.804314,1.814902,-0.028722
10.014,1.355098,-0.02284,-0.033427,1.804314,1.81451,-0.027937
10.015,1.35549,-0.022055,-0.033427,1.803529,1.814902,-0.027545
10.016,1.35549,-0.022055,-0.033819,1.803529,1.814902,-0.027937
10.017,1.356274,-0.022447,-0.034996,1.803529,1.815686,-0.028722
10.018,1.356666,-0.023624,-0.037348,1.803529,1.816863,-0.03029
10.019,1.357058,-0.025977,-0.040093,1.803922,1.818039,-0.033035
10.02,1.357058,-0.028722,-0.04323,1.804706,1.819216,-0.03578
10.021,1.357058,-0.032251,-0.046367,1.805882,1.82,-0.039309
10.022,1.357058,-0.035388,-0.049896,1.806667,1.821176,-0.042446
10.023,1.35745,-0.037348,-0.052641,1.807059,1.822353,-0.044799
10.024,1.357843,-0.038525,-0.054602,1.807451,1.823529,-0.046367
10.025,1.359411,-0.03774,-0.056955,1.805882,1.825098,-0.047152
10.026,1.360587,-0.036956,-0.058131,1.805098,1.826275,-0.047544
10.027,1.36098,-0.036564,-0.059307,1.804706,1.827059,-0.047936
10.028,1.361764,-0.036564,-0.060484,1.804314,1.827843,-0.048328
10.029,1.362548,-0.036956,-0.062052,1.803922,1.82902,-0.049504
10.03,1.36294,-0.038133,-0.064405,1.803922,1.830196,-0.051073
10.031,1.36294,-0.039701,-0.065974,1.804706,1.830588,-0.052641
10.032,1.36294,-0.040877,-0.066758,1.805098,1.830588,-0.053426
10.033,1.362548,-0.04127,-0.066758,1.805098,1.830588,-0.053818
10.034,1.362548,-0.04127,-0.066366,1.805098,1.830196,-0.053426
10.035,1.361764,-0.040093,-0.064013,1.805098,1.82902,-0.051857
10.036,1.361372,-0.037348,-0.060876,1.804706,1.827843,-0.049112
10.037,1.361764,-0.033819,-0.057739,1.803529,1.827059,-0.045583
