Time,1,2,3,4,5,6
10.0,1.378625,-0.240078,-0.297721,1.860784,1.918431,-0.268704
10.001,1.379017,-0.242431,-0.30125,1.861176,1.92,-0.271841
10.002,1.379802,-0.244,-0.304387,1.861176,1.921569,-0.274194
10.003,1.379802,-0.244,-0.304387,1.861176,1.921569,-0.274194
10.004,1.380586,-0.242039,-0.303995,1.86,1.921961,-0.272625
10.005,1.38137,-0.239294,-0.302035,1.858824,1.921569,-0.270664
10.006,1.38137,-0.236157,-0.299682,1.857255,1.920784,-0.26792
10.007,1.381762,-0.23302,-0.296937,1.856078,1.92,-0.264782
10.008,1.382154,-0.231452,-0.295761,1.855686,1.92,-0.263606
10.009,1.382154,-0.230667,-0.294976,1.855294,1.919608,-0.262822
10.01,1.381762,-0.230667,-0.294584,1.855294,1.919216,-0.26243
10.011,1.38137,-0.231059,-0.294584,1.855686,1.919216,-0.262822
10.012,1.382154,-0.231452,-0.295761,1.855686,1.92,-0.263606
10.013,1.382547,-0.231844,-0.296937,1.855294,1.920392,-0.26439
10.014,1.382547,-0.23302,-0.298505,1.855686,1.921176,-0.265567
10.015,1.382939,-0.236941,-0.303211,1.856863,1.923137,-0.26988
10.016,1.382939,-0.239686,-0.306348,1.857647,1.924314,-0.273017
10.017,1.383331,-0.242039,-0.308701,1.858431,1.925098,-0.27537
10.018,1.383331,-0.244392,-0.311054,1.859216,1.925882,-0.277723
10.019,1.382939,-0.246745,-0.313406,1.86,1.926667,-0.279683
10.02,1.382547,-0.248705,-0.314583,1.860784,1.926667,-0.281644
10.021,1.382547,-0.248705,-0.314583,1.860784,1.926667,-0.281644
10.022,1.382547,-0.248705,-0.314583,1.860784,1.926667,-0.281644
10.023,1.382939,-0.24596,-0.31223,1.859608,1.925882,-0.278899
10.024,1.382939,-0.242823,-0.309093,1.858824,1.925098,-0.275762
10.025,1.382939,-0.239294,-0.305956,1.857255,1.923922,-0.272625
10.026,1.383331,-0.236549,-0.303603,1.856471,1.923529,-0.26988
10.027,1.383723,-0.233804,-0.302035,1.854902,1.923137,-0.26792
10.028,1.384115,-0.232236,-0.300858,1.85451,1.923137,-0.266351
10.029,1.384507,-0.230667,-0.300074,1.853725,1.923137,-0.265175
10.03,1.385684,-0.228707,-0.300074,1.852157,1.923529,-0.26439
10.031,1.386076,-0.22753,-0.300074,1.851373,1.923922,-0.263606
10.032,1.387252,-0.22557,-0.300074,1.850196,1.924706,-0.262822
10.033,1.387644,-0.224001,-0.29929,1.849412,1.924706,-0.261645
10.034,1.387644,-0.221648,-0.297721,1.848235,1.924314,-0.259685
10.035,1.388821,-0.218119,-0.295761,1.846667,1.924314,-0.25694
10.036,1.388821,-0.214982,-0.293408,1.84549,1.923922,-0.254195
10.037,1.389605,-0.212237,-0.291839,1.843922,1.923529,-0.251842
10.038,1.389605,-0.211453,-0.291055,1.843922,1.923137,-0.251058
10.039,1.389605,-0.211453,-0.291055,1.843922,1.923137,-0.251058
10.04,1.389605,-0.213414,-0.293408,1.844314,1.924314,-0.253411
10.041,1.389605,-0.216551,-0.295761,1.84549,1.924706,-0.256156
10.042,1.389605,-0.218904,-0.298113,1.846275,1.92549,-0.258508
10.043,1.388821,-0.220864,-0.298898,1.847451,1.92549,-0.259685
10.044,1.389213,-0.220864,-0.299682,1.847059,1.925882,-0.260077
10.045,1.389213,-0.220472,-0.299682,1.847059,1.926275,-0.260077
10.046,1.389213,-0.220472,-0.299682,1.847059,1.926275,-0.260077
10.047,1.389605,-0.220864,-0.300074,1.847059,1.926275,-0.260469
10.048,1.389605,-0.220864,-0.300466,1.846667,1.926667,-0.260469
10.049,1.389605,-0.220864,-0.300858,1.846667,1.926667,-0.260861
10.05,1.389997,-0.221256,-0.30125,1.846667,1.927059,-0.261253
10.051,1.389997,-0.221256,-0.30125,1.846667,1.927059,-0.261253
10.052,1.389997,-0.220472,-0.300466,1.846667,1.926667,-0.260469
10.053,1.389605,-0.218904,-0.298898,1.846275,1.926275,-0.258901
10.054,1.389997,-0.217335,-0.297329,1.84549,1.92549,-0.257332
10.055,1.389605,-0.216943,-0.296545,1.84549,1.925098,-0.256548
10.056,1.389605,-0.216943,-0.296545,1.84549,1.925098,-0.256548
10.057,1.389605,-0.217335,-0.296937,1.845882,1.92549,-0.25694
10.058,1.389213,-0.219688,-0.298505,1.846667,1.92549,-0.258901
10.059,1.389213,-0.221648,-0.300466,1.847451,1.926275,-0.260861
10.06,1.388821,-0.227138,-0.305172,1.849412,1.927451,-0.265959
10.061,1.388821,-0.229883,-0.307524,1.850588,1.928235,-0.268704
10.062,1.388429,-0.23302,-0.310269,1.851765,1.92902,-0.271449
10.063,1.388429,-0.235373,-0.31223,1.852549,1.929412,-0.273801
10.064,1.388429,-0.237334,-0.314191,1.853333,1.930196,-0.275762
10.065,1.388821,-0.237334,-0.315367,1.852941,1.93098,-0.276154
10.066,1.388821,-0.237334,-0.315367,1.852941,1.93098,-0.276154
10.067,1.389213,-0.235373,-0.314583,1.851765,1.93098,-0.274978
10.068,1.389997,-0.233412,-0.313798,1.85098,1.931373,-0.273409
10.069,1.389997,-0.231452,-0.311838,1.850196,1.930588,-0.271449
10.07,1.389997,-0.229491,-0.310269,1.849412,1.930196,-0.269488
10.071,1.390389,-0.22753,-0.308701,1.848627,1.929804,-0.26792
10.072,1.390389,-0.22557,-0.307132,1.847843,1.929412,-0.266351
10.073,1.390781,-0.224001,-0.305956,1.847059,1.92902,-0.264782
10.074,1.390781,-0.221648,-0.303995,1.846275,1.928627,-0.262822
10.075,1.391566,-0.214198,-0.297329,1.843529,1.926667,-0.255764
10.076,1.391958,-0.209885,-0.2938,1.841961,1.925882,-0.251842
10.077,1.391958,-0.205963,-0.289879,1.840392,1.924314,-0.247921
10.078,1.391958,-0.203218,-0.287526,1.839216,1.923922,-0.245176
10.079,1.391958,-0.202434,-0.28635,1.839216,1.923137,-0.244392
10.08,1.391958,-0.202434,-0.28635,1.839216,1.923137,-0.244392
10.081,1.391958,-0.204003,-0.28831,1.839608,1.923922,-0.24596
10.082,1.39235,-0.205963,-0.291055,1.84,1.925098,-0.248313
10.083,1.39235,-0.2091,-0.2938,1.841176,1.925882,-0.25145
10.084,1.391958,-0.213022,-0.297329,1.842745,1.927059,-0.254979
10.085,1.391958,-0.216551,-0.300858,1.843922,1.928235,-0.258508
10.086,1.391958,-0.219688,-0.303995,1.845098,1.929412,-0.261645
10.087,1.391958,-0.221648,-0.305564,1.845882,1.929804,-0.263606
10.088,1.391173,-0.222825,-0.305564,1.846275,1.929412,-0.263998
10.089,1.391173,-0.222825,-0.305564,1.846275,1.929412,-0.263998
10.09,1.390389,-0.220472,-0.302035,1.846275,1.927843,-0.261253
10.091,1.389997,-0.218904,-0.299682,1.845882,1.926667,-0.259293
